Fund,CAGR (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%)
HDFC_Top_100_Direct,24.29658082732651,1.1109877307857694,1.3449716033799726,-40.26012761687717
Kotak_Bluechip,16.960594889835946,0.6950969369481779,0.8088528127835641,-33.42987466611876
Nippon_India_Large_Cap,15.378676484740605,0.5729150426217545,0.7103088442255334,-39.96075381332732
Axis_Bluechip,51.055521854910246,0.265456966955413,648.5282778659317,-1.3923580128646427
SBI_Bluechip,0.2076243556634827,-0.6775081862757395,-0.3836742769490977,-36.65170175520131
ICICI_Bluechip,15.779858470885323,,inf,-100.0
